frame,pose_0_x,pose_0_y,pose_0_z,pose_1_x,pose_1_y,pose_1_z,pose_2_x,pose_2_y,pose_2_z,pose_3_x,pose_3_y,pose_3_z,pose_4_x,pose_4_y,pose_4_z,pose_5_x,pose_5_y,pose_5_z,pose_6_x,pose_6_y,pose_6_z,pose_7_x,pose_7_y,pose_7_z,pose_8_x,pose_8_y,pose_8_z,pose_9_x,pose_9_y,pose_9_z,pose_10_x,pose_10_y,pose_10_z,pose_11_x,pose_11_y,pose_11_z,pose_12_x,pose_12_y,pose_12_z,pose_13_x,pose_13_y,pose_13_z,pose_14_x,pose_14_y,pose_14_z,pose_15_x,pose_15_y,pose_15_z,pose_16_x,pose_16_y,pose_16_z,pose_17_x,pose_17_y,pose_17_z,pose_18_x,pose_18_y,pose_18_z,pose_19_x,pose_19_y,pose_19_z,pose_20_x,pose_20_y,pose_20_z,pose_21_x,pose_21_y,pose_21_z,pose_22_x,pose_22_y,pose_22_z,pose_23_x,pose_23_y,pose_23_z,pose_24_x,pose_24_y,pose_24_z,pose_25_x,pose_25_y,pose_25_z,pose_26_x,pose_26_y,pose_26_z,pose_27_x,pose_27_y,pose_27_z,pose_28_x,pose_28_y,pose_28_z,pose_29_x,pose_29_y,pose_29_z,pose_30_x,pose_30_y,pose_30_z,pose_31_x,pose_31_y,pose_31_z,pose_32_x,pose_32_y,pose_32_z,right_hand_0_x,right_hand_0_y,right_hand_0_z,right_hand_1_x,right_hand_1_y,right_hand_1_z,right_hand_2_x,right_hand_2_y,right_hand_2_z,right_hand_3_x,right_hand_3_y,right_hand_3_z,right_hand_4_x,right_hand_4_y,right_hand_4_z,right_hand_5_x,right_hand_5_y,right_hand_5_z,right_hand_6_x,right_hand_6_y,right_hand_6_z,right_hand_7_x,right_hand_7_y,right_hand_7_z,right_hand_8_x,right_hand_8_y,right_hand_8_z,right_hand_9_x,right_hand_9_y,right_hand_9_z,right_hand_10_x,right_hand_10_y,right_hand_10_z,right_hand_11_x,right_hand_11_y,right_hand_11_z,right_hand_12_x,right_hand_12_y,right_hand_12_z,right_hand_13_x,right_hand_13_y,right_hand_13_z,right_hand_14_x,right_hand_14_y,right_hand_14_z,right_hand_15_x,right_hand_15_y,right_hand_15_z,right_hand_16_x,right_hand_16_y,right_hand_16_z,right_hand_17_x,right_hand_17_y,right_hand_17_z,right_hand_18_x,right_hand_18_y,right_hand_18_z,right_hand_19_x,right_hand_19_y,right_hand_19_z,right_hand_20_x,right_hand_20_y,right_hand_20_z
0,0.5605627298355103,0.3532063663005829,-1.312896966934204,0.5904139876365662,0.28753960132598877,-1.2773964405059814,0.6075167655944824,0.28903329372406006,-1.2770849466323853,0.6242709159851074,0.2909812927246094,-1.2773417234420776,0.5320630669593811,0.28723669052124023,-1.2819535732269287,0.5121023654937744,0.288824200630188,-1.2816520929336548,0.4947595000267029,0.29131758213043213,-1.2820556163787842,0.6581754088401794,0.3225609064102173,-0.918554961681366,0.4736066460609436,0.3278390169143677,-0.9293555021286011,0.5972052216529846,0.42159712314605713,-1.1686217784881592,0.5268245339393616,0.4266798794269562,-1.1709134578704834,0.799975574016571,0.6250328421592712,-0.6120028495788574,0.35392606258392334,0.6087297797203064,-0.684033215045929,0.8454775810241699,0.9833741784095764,-0.4960744380950928,0.2075403928756714,0.9844899773597717,-0.5623875856399536,0.8406435251235962,1.3749455213546753,-0.7240864038467407,0.14636391401290894,1.3430609703063965,-0.8353084325790405,0.8590918779373169,1.4745783805847168,-0.8037155866622925,0.11617332696914673,1.4445786476135254,-0.913585364818573,0.8153163194656372,1.4709956645965576,-0.8566256761550903,0.16198864579200745,1.446234941482544,-0.9993916749954224,0.8002726435661316,1.4293618202209473,-0.7586899995803833,0.18190225958824158,1.4110069274902344,-0.8786615133285522,0.6759189367294312,1.3640270233154297,-0.028529653325676918,0.39149725437164307,1.3529140949249268,0.03242936730384827,0.6512417793273926,1.9786794185638428,0.019955001771450043,0.3798171281814575,1.9699420928955078,0.0672382041811943,0.6325349807739258,2.516695261001587,0.6469879746437073,0.37341493368148804,2.512484073638916,0.4896339774131775,0.6380280256271362,2.6034607887268066,0.680738091468811,0.36870285868644714,2.601534128189087,0.5161411166191101,0.5816944241523743,2.706164836883545,0.15997813642024994,0.40545567870140076,2.697136402130127,-0.08063773810863495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.5589719414710999,0.3559638261795044,-1.382849931716919,0.5894773006439209,0.29335081577301025,-1.3359785079956055,0.6071648001670837,0.2952558398246765,-1.3359137773513794,0.623640775680542,0.29750779271125793,-1.3361660242080688,0.5316177606582642,0.29020610451698303,-1.3392077684402466,0.5120068192481995,0.2907889783382416,-1.338839054107666,0.4950065612792969,0.29275381565093994,-1.3391960859298706,0.6560924649238586,0.3260173797607422,-0.9293755292892456,0.4735952913761139,0.32850539684295654,-0.931847870349884,0.5954264998435974,0.4238511621952057,-1.2221211194992065,0.5244417786598206,0.42839351296424866,-1.2212995290756226,0.7996074557304382,0.6245449781417847,-0.6108127236366272,0.3523402810096741,0.6224686503410339,-0.6698001027107239,0.8545438051223755,0.968807578086853,-0.4857012629508972,0.20764045417308807,0.9829780459403992,-0.5248647332191467,0.873480498790741,1.3839688301086426,-0.785942018032074,0.1614164113998413,1.3557968139648438,-0.8514596223831177,0.8984313011169434,1.493419885635376,-0.8915829658508301,0.13503055274486542,1.4584310054779053,-0.9532318115234375,0.8548334836959839,1.497363805770874,-0.9740044474601746,0.1802985668182373,1.4608619213104248,-1.0553529262542725,0.8367012143135071,1.4537488222122192,-0.8355807065963745,0.1983596384525299,1.4241536855697632,-0.9024338722229004,0.6886950731277466,1.3750685453414917,-0.04687301069498062,0.40243372321128845,1.3727136850357056,0.05076330900192261,0.6728305816650391,2.0034525394439697,-0.01493836659938097,0.40231189131736755,2.0076818466186523,0.1053372249007225,0.6645424962043762,2.552622079849243,0.6503536701202393,0.40440648794174194,2.557185649871826,0.5812813639640808,0.6718372106552124,2.6401495933532715,0.6845689415931702,0.40073949098587036,2.6451072692871094,0.6118954420089722,0.6139922738075256,2.733586072921753,0.11308709532022476,0.43906116485595703,2.736131191253662,-0.03972046449780464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.55684494972229,0.3560789227485657,-1.4827651977539062,0.5878101587295532,0.29363733530044556,-1.4360380172729492,0.606317937374115,0.29566919803619385,-1.436005711555481,0.6227671504020691,0.2980812191963196,-1.4363183975219727,0.5296047925949097,0.29030266404151917,-1.4392191171646118,0.5107905864715576,0.29084405303001404,-1.4389286041259766,0.4947875142097473,0.2928124964237213,-1.4392962455749512,0.6546725034713745,0.3265770375728607,-1.0106784105300903,0.4724080562591553,0.32881075143814087,-1.0094926357269287,0.5941802263259888,0.4240970015525818,-1.3157312870025635,0.5213125944137573,0.4286694824695587,-1.3151386976242065,0.7992056608200073,0.6235046982765198,-0.6632314920425415,0.35020458698272705,0.6238046884536743,-0.7039648294448853,0.8593908548355103,0.9641684889793396,-0.5181139707565308,0.20790605247020721,0.9809082746505737,-0.5338371992111206,0.8898007273674011,1.3950691223144531,-0.8455227613449097,0.16318710148334503,1.360737919807434,-0.8942191004753113,0.9181373715400696,1.509121060371399,-0.9538066983222961,0.13881632685661316,1.466994047164917,-0.9992824792861938,0.8747376203536987,1.5151846408843994,-1.0436241626739502,0.18417754769325256,1.4706934690475464,-1.1054092645645142,0.8551641702651978,1.4705837965011597,-0.8982149362564087,0.20122256875038147,1.4326350688934326,-0.9479233622550964,0.6948161721229553,1.3782808780670166,-0.05610616132616997,0.40549182891845703,1.3785094022750854,0.06000429391860962,0.6826896667480469,2.0159103870391846,-0.022034069523215294,0.40675345063209534,2.0221641063690186,0.13258615136146545,0.676307737827301,2.570594310760498,0.6727584004402161,0.4108234941959381,2.576136827468872,0.6305619478225708,0.6841242909431458,2.659047842025757,0.7090912461280823,0.4077197015285492,2.664691686630249,0.6627553701400757,0.6252058148384094,2.75345516204834,0.11482618749141693,0.4459584355354309,2.7578506469726562,-0.0032453741878271103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.5556068420410156,0.3560715317726135,-1.4930428266525269,0.5869849920272827,0.2936534583568573,-1.4478950500488281,0.6059406399726868,0.2958116829395294,-1.4478261470794678,0.6223264932632446,0.29841914772987366,-1.4481512308120728,0.5283731818199158,0.29028719663619995,-1.4499800205230713,0.5098782777786255,0.2908123731613159,-1.449694037437439,0.49446362257003784,0.29279059171676636,-1.4500818252563477,0.6540859937667847,0.3272544741630554,-1.028975248336792,0.4712611138820648,0.3289371728897095,-1.0247466564178467,0.5932316780090332,0.42429211735725403,-1.3280577659606934,0.5192297101020813,0.4288107752799988,-1.3265098333358765,0.7988499999046326,0.6229383945465088,-0.6792877316474915,0.3491130471229553,0.6235736608505249,-0.7164958119392395,0.8604194521903992,0.9639791250228882,-0.5355837345123291,0.20835907757282257,0.9786908626556396,-0.5512612462043762,0.8891205787658691,1.4029462337493896,-0.8653818368911743,0.16378889977931976,1.3653227090835571,-0.9127179980278015,0.9175837635993958,1.5182651281356812,-0.9737156629562378,0.1400495171546936,1.4736367464065552,-1.0167858600616455,0.8737303614616394,1.5247493982315063,-1.0639355182647705,0.18566668033599854,1.4786794185638428,-1.1216390132904053,0.8542041778564453,1.4795973300933838,-0.9179971814155579,0.20251527428627014,1.439935326576233,-0.9657807350158691,0.694878101348877,1.3787035942077637,-0.05792028456926346,0.405952125787735,1.3779670000076294,0.06184579059481621,0.6807799339294434,2.0184192657470703,-0.04504232853651047,0.4049299657344818,2.0222394466400146,0.12201408296823502,0.6719824075698853,2.575670003890991,0.650739312171936,0.40702933073043823,2.579451084136963,0.593649685382843,0.6793836355209351,2.6647191047668457,0.6858690977096558,0.4036253094673157,2.6687819957733154,0.6232308745384216,0.620390772819519,2.759120225906372,0.07310114800930023,0.44131192564964294,2.7619335651397705,-0.010319696739315987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.5549359917640686,0.3536558747291565,-1.5931593179702759,0.5866153240203857,0.29100874066352844,-1.5449022054672241,0.6057245135307312,0.29364490509033203,-1.5448623895645142,0.6220235228538513,0.2969662845134735,-1.5451552867889404,0.5281183123588562,0.2873944342136383,-1.548750638961792,0.5096889138221741,0.28796878457069397,-1.5485774278640747,0.49445104598999023,0.2899879217147827,-1.5490010976791382,0.653807520866394,0.32711079716682434,-1.1073484420776367,0.47101396322250366,0.32773348689079285,-1.1119329929351807,0.5925589799880981,0.4227670729160309,-1.420685052871704,0.5179643034934998,0.42765265703201294,-1.4218804836273193,0.7987298369407654,0.6213836669921875,-0.736400306224823,0.34829166531562805,0.6232877969741821,-0.7889201641082764,0.8599998354911804,0.9643336534500122,-0.6069523096084595,0.2086350917816162,0.9778636693954468,-0.6377728581428528,0.8849694132804871,1.4163106679916382,-0.9659830331802368,0.16405777633190155,1.375416874885559,-1.0031278133392334,0.9128820300102234,1.53424870967865,-1.0810246467590332,0.13997599482536316,1.4876976013183594,-1.1128346920013428,0.8690717816352844,1.5429298877716064,-1.1748636960983276,0.1861133724451065,1.4977452754974365,-1.222474217414856,0.8497840166091919,1.495698094367981,-1.0211436748504639,0.20304152369499207,1.4565584659576416,-1.0583112239837646,0.6952129602432251,1.3784414529800415,-0.056639038026332855,0.4060452878475189,1.3771158456802368,0.06054910272359848,0.6792584657669067,2.018462896347046,-0.06861232966184616,0.40460461378097534,2.018852472305298,0.046021007001399994,0.668883204460144,2.578282594680786,0.6022918820381165,0.40465372800827026,2.5804035663604736,0.5006346702575684,0.675920844078064,2.6689724922180176,0.6324575543403625,0.40102705359458923,2.673200845718384,0.5260069966316223,0.6173816919326782,2.7620863914489746,0.0027297416236251593,0.4384937882423401,2.761099338531494,-0.16135725378990173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5540748238563538,0.351095050573349,-1.6030842065811157,0.5860802531242371,0.28864729404449463,-1.555240273475647,0.6053634285926819,0.29173335433006287,-1.555182695388794,0.6216183304786682,0.2956913709640503,-1.5554330348968506,0.5276958346366882,0.28475409746170044,-1.5579192638397217,0.5093618631362915,0.28544995188713074,-1.557739019393921,0.49436527490615845,0.28758928179740906,-1.5581729412078857,0.6535041332244873,0.3270316421985626,-1.122418999671936,0.47072944045066833,0.3269170820713043,-1.1227478981018066,0.5915935039520264,0.42121946811676025,-1.4330894947052002,0.5165830254554749,0.42614662647247314,-1.432841420173645,0.7985891699790955,0.6207031607627869,-0.7507296800613403,0.34788939356803894,0.6230819821357727,-0.8007766008377075,0.8597704768180847,0.965016782283783,-0.611691415309906,0.20886842906475067,0.9775494933128357,-0.6529312133789062,0.8821247816085815,1.4209918975830078,-0.9550965428352356,0.16389885544776917,1.3818278312683105,-1.0133774280548096,0.9093514680862427,1.5388277769088745,-1.0658414363861084,0.1398317515850067,1.4952807426452637,-1.1200673580169678,0.8656564950942993,1.5468977689743042,-1.1593862771987915,0.18580783903598785,1.5069149732589722,-1.2312095165252686,0.8465895652770996,1.4995282888412476,-1.0092344284057617,0.20263352990150452,1.4653528928756714,-1.0689623355865479,0.6947327256202698,1.3783681392669678,-0.0559581033885479,0.40577369928359985,1.3769022226333618,0.05987146496772766,0.6784725189208984,2.017963171005249,-0.08740421384572983,0.40370693802833557,2.016469955444336,0.03850103169679642,0.6678606867790222,2.5783371925354004,0.5755724906921387,0.4036265015602112,2.5790703296661377,0.48096245527267456,0.6744550466537476,2.6689658164978027,0.6047979593276978,0.39975064992904663,2.671839475631714,0.5049512386322021,0.6156752705574036,2.7616729736328125,-0.02237458899617195,0.4355112910270691,2.7598681449890137,-0.178330659866333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.5538368821144104,0.34734782576560974,-1.6581239700317383,0.5858842730522156,0.2851794958114624,-1.608148217201233,0.6052647829055786,0.28851839900016785,-1.6080948114395142,0.621465802192688,0.2929396331310272,-1.6083341836929321,0.5275940299034119,0.2811482846736908,-1.6115446090698242,0.50928795337677,0.2819858193397522,-1.611384630203247,0.4943634569644928,0.284221351146698,-1.6118017435073853,0.6533607244491577,0.32612675428390503,-1.162574291229248,0.4706815183162689,0.32532602548599243,-1.1662170886993408,0.5914446711540222,0.4180842936038971,-1.4836561679840088,0.5162746906280518,0.42303434014320374,-1.4844542741775513,0.7985427975654602,0.6194382309913635,-0.7847394943237305,0.34722429513931274,0.6228969693183899,-0.8255205154418945,0.8595083951950073,0.9654864072799683,-0.6421698331832886,0.20924830436706543,0.9775022268295288,-0.665863573551178,0.8803017735481262,1.424663782119751,-0.9967643618583679,0.16383089125156403,1.3848459720611572,-1.0407392978668213,0.906955361366272,1.5432674884796143,-1.114683747291565,0.1392344832420349,1.4989055395126343,-1.1531682014465332,0.8632341623306274,1.5503442287445068,-1.2106250524520874,0.18528655171394348,1.5087103843688965,-1.2678062915802002,0.8444461822509766,1.502718210220337,-1.0524444580078125,0.20255370438098907,1.467262625694275,-1.0980333089828491,0.6948190927505493,1.3776028156280518,-0.056958574801683426,0.40559038519859314,1.3760986328125,0.06088341400027275,0.6774343252182007,2.0184199810028076,-0.07673237472772598,0.4030667245388031,2.0148634910583496,0.03848802298307419,0.6669912934303284,2.57843017578125,0.581794261932373,0.40289735794067383,2.5775535106658936,0.4839092791080475,0.6740315556526184,2.6684272289276123,0.6133612990379333,0.3990534543991089,2.6698553562164307,0.5075815916061401,0.6148977875709534,2.7617177963256836,0.006680781953036785,0.4351425766944885,2.7588164806365967,-0.16305124759674072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.5538108944892883,0.34655752778053284,-1.6547037363052368,0.5858750343322754,0.2844352126121521,-1.605769395828247,0.6052639484405518,0.2879733145236969,-1.6056976318359375,0.6214560270309448,0.2926049530506134,-1.605939507484436,0.5275635719299316,0.2802923619747162,-1.6097679138183594,0.5092337131500244,0.2812129855155945,-1.6096107959747314,0.494361013174057,0.28351089358329773,-1.610036849975586,0.6533575057983398,0.3261149525642395,-1.163462519645691,0.47056031227111816,0.32502228021621704,-1.170020341873169,0.5913979411125183,0.41759416460990906,-1.4813109636306763,0.516110897064209,0.4225497245788574,-1.482888102531433,0.7984765768051147,0.619041383266449,-0.7859760522842407,0.3464132845401764,0.6226879954338074,-0.8322870135307312,0.8592755198478699,0.9654508233070374,-0.642369270324707,0.20927362143993378,0.9773862361907959,-0.6731297373771667,0.8795410394668579,1.4230550527572632,-0.9943937063217163,0.1644333004951477,1.386642575263977,-1.0424716472625732,0.9065617322921753,1.5404069423675537,-1.111210584640503,0.1394423544406891,1.5009456872940063,-1.153559684753418,0.862861156463623,1.5466773509979248,-1.2071809768676758,0.18572112917900085,1.5098350048065186,-1.2667237520217896,0.843733012676239,1.4997727870941162,-1.049912691116333,0.20347657799720764,1.4686449766159058,-1.098861575126648,0.6947602033615112,1.3768953084945679,-0.05699160695075989,0.40546780824661255,1.3757113218307495,0.06091251224279404,0.6767780780792236,2.0183205604553223,-0.06770317256450653,0.4025588035583496,2.014118194580078,0.04273363575339317,0.6654953956604004,2.577423572540283,0.608023464679718,0.4018016755580902,2.5763466358184814,0.5222322344779968,0.6724686622619629,2.6668615341186523,0.6403717994689941,0.3978045582771301,2.667891025543213,0.5491846799850464,0.6135193109512329,2.7607333660125732,0.026720786467194557,0.4343276619911194,2.758030891418457,-0.16116169095039368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.5538180470466614,0.34612640738487244,-1.6726553440093994,0.5858914852142334,0.284044474363327,-1.6234982013702393,0.6053234338760376,0.28768306970596313,-1.623417615890503,0.6214622855186462,0.2924099266529083,-1.6236650943756104,0.5275577902793884,0.27987608313560486,-1.6285722255706787,0.5092062950134277,0.28086087107658386,-1.6284360885620117,0.49435845017433167,0.2832205891609192,-1.6288665533065796,0.6533742547035217,0.32609203457832336,-1.1778123378753662,0.4703701138496399,0.3249194324016571,-1.1898276805877686,0.591401219367981,0.41727131605148315,-1.4975740909576416,0.5160983204841614,0.42228811979293823,-1.5006886720657349,0.7984551191329956,0.618620753288269,-0.7938611507415771,0.34571483731269836,0.6224756240844727,-0.8496941328048706,0.8591029047966003,0.9651273488998413,-0.6479542255401611,0.2093202769756317,0.9771806597709656,-0.6900884509086609,0.8789552450180054,1.4222131967544556,-1.0038182735443115,0.1644410789012909,1.3881357908248901,-1.0589570999145508,0.9061226844787598,1.5392820835113525,-1.1214852333068848,0.1391506791114807,1.5027450323104858,-1.1711539030075073,0.8624259829521179,1.5453990697860718,-1.2183111906051636,0.18559707701206207,1.5120633840560913,-1.285438895225525,0.8431529998779297,1.4986480474472046,-1.0598042011260986,0.20362117886543274,1.4707272052764893,-1.115689992904663,0.6946960687637329,1.376220703125,-0.05656608194112778,0.4053657054901123,1.3752236366271973,0.06048300862312317,0.676268994808197,2.018120765686035,-0.06330744177103043,0.40218085050582886,2.0133605003356934,0.04675602540373802,0.664645791053772,2.5766005516052246,0.6307054758071899,0.40103960037231445,2.575122833251953,0.5309480428695679,0.6718299984931946,2.6657652854919434,0.66344153881073,0.3969420790672302,2.6663503646850586,0.5589748620986938,0.6125428080558777,2.7598304748535156,0.03554845601320267,0.4336102604866028,2.756847381591797,-0.14808312058448792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.5542725324630737,0.34606701135635376,-1.687360405921936,0.5865441560745239,0.2840458154678345,-1.6401818990707397,0.6060022115707397,0.2877195179462433,-1.6400718688964844,0.6219719648361206,0.2925080358982086,-1.6403148174285889,0.5278822183609009,0.27979204058647156,-1.6458730697631836,0.5093258023262024,0.2807979881763458,-1.645787239074707,0.4944450855255127,0.28318971395492554,-1.6462377309799194,0.6539087891578674,0.32634979486465454,-1.2012704610824585,0.4702451825141907,0.32492366433143616,-1.2174198627471924,0.5916345119476318,0.4172535240650177,-1.5139472484588623,0.5161964893341064,0.42229244112968445,-1.5182149410247803,0.7984452247619629,0.6184340715408325,-0.8173712491989136,0.3454297184944153,0.6216849088668823,-0.8768705129623413,0.8590289950370789,0.9650267362594604,-0.678881049156189,0.2094394415616989,0.9752399325370789,-0.7249523401260376,0.8787592053413391,1.4220690727233887,-1.0312023162841797,0.16459974646568298,1.387653112411499,-1.0838468074798584,0.9054569005966187,1.5389416217803955,-1.14827299118042,0.1392543613910675,1.5023127794265747,-1.1953144073486328,0.8617624044418335,1.5448249578475952,-1.2441635131835938,0.18608209490776062,1.5119327306747437,-1.305924415588379,0.8426610231399536,1.4980239868164062,-1.0867770910263062,0.20427635312080383,1.470481038093567,-1.1389315128326416,0.6945945024490356,1.3733241558074951,-0.05603545159101486,0.4051903784275055,1.3702623844146729,0.05993156507611275,0.6746141910552979,2.0179250240325928,-0.06995057314634323,0.4011295437812805,2.0098302364349365,0.008803734555840492,0.6591305136680603,2.5755295753479004,0.6043362617492676,0.3972820043563843,2.574869394302368,0.4623467028141022,0.6646478772163391,2.664608955383301,0.6342219114303589,0.39340853691101074,2.665815830230713,0.4870193600654602,0.6072821021080017,2.758938789367676,0.004242587368935347,0.4279320240020752,2.75667405128479,-0.20614783465862274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
